ID,NAME,TYPE,SUBTYPE,CLASSTYPE,PWR,ACC,DEF,INI,AFFTYPE,AFFVALUE,SPECIAL,SKILL,MINLEVEL,RARITY,COST,REGION,REGION2,REGION3,REGION4,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE2,ATTRIBUTE3,DESC
460,Traveler's Verse,Accessory,Poem,plain,0,,,,,,MoveUP,,1,Very Rare,12672,Steppes,,,,,,,,Traveler's Verse
461,What it Takes,Accessory,Poem,plain,0,,,,,,CriticalAttackUP,,1,Frequent,8856,Expanse,,,,,,,,What it Takes
462,Mysterious Tablet,Accessory,Quest,Plain,0,,,,,,,,1,Unique,1440,,,,,Unsellable,,,,Mysterious Tablet
463,Mysterious Tablet 2,Accessory,Quest,Plain,0,,,,,,,,1,Unique,1440,,,,,Unsellable,,,,Mysterious Tablet 2
464,qstLoyalist Prize,Accessory,Quest,Plain,0,,,,,,,,1,Very Rare,1728,,,,,Unsellable,,,,qstLoyalist Prize
465,Signet of the Valkyrie,Accessory,Quest,Plain,0,,,,,,,,1,Unique,1440,,,,,Unsellable,,,,Signet of the Valkyrie
466,The Promise Stone,Accessory,Quest,Plain,0,,,,,,,,1,Unique,1440,Expanse,,,,Unsellable,,,,The Promise Stone
467,Yeti Head,Accessory,Quest,Plain,0,,,,,,,,1,Unique,1440,,,,,Tracked,Unsellable,,,Yeti Head
468,Band of the Emperor,Accessory,Ring,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,6048,Imperia,,,,,,,,Band of the Emperor
469,Dark Ring of Mortuus,Accessory,Ring,plain,0,,,,Dark ,10,,,1,Very Rare,1224,Expanse,,,,,,,,Dark Ring of Mortuus
470,Gladiatorial Legend,Accessory,Ring,plain,0,,,,,,CriticalAttackUP,,1,Frequent,8856,Imperia,,,,,,,,Gladiatorial Legend
471,Golden Ring,Accessory,Ring,plain,0,,,,,,HPUP,,1,Infrequent,3024,Expanse,,,,,,,,Golden Ring
472,Jeweled Ring,Accessory,Ring,plain,0,,,,,,AffinityX2,,1,Very Rare,9504,Expanse,,,,,,,,Jeweled Ring
473,Light Ring of Victus,Accessory,Ring,plain,0,,,,Light ,10,,,1,Rare,1188,Imperia,,,,,,,,Light Ring of Victus
474,Ring of Aeris,Accessory,Ring,plain,0,,,,Air ,10,,,1,Rare,1188,Steppes,,,,,,,,Air Ring of Aeris
475,Ring of Exuro,Accessory,Ring,plain,0,,,,Fire ,10,,,1,Rare,1188,Steppes,,,,,,,,Fire Ring of Exuro
476,Ring of Honor,Accessory,Ring,plain,0,,,,,,BoostPP,,1,Common,5760,Imperia,,,,,,,,Ring of Honor
477,Ring of Maritimus,Accessory,Ring,plain,0,,,,Water ,10,,,1,Rare,1188,Imperia,,,,,,,,Water Ring of Maritimus
478,Ring of Might,Accessory,Ring,plain,0,,,,,,StrengthUP,,1,Infrequent,9072,Nordagh,,,,,,,,Ring of Might
479,Ring of Purity,Accessory,Ring,plain,0,,,,,,NegatePoison,,1,Frequent,5904,Imperia,,,,,,,,Ring of Purity
480,Ring of Refuge,Accessory,Ring,plain,0,,,,,,MoveToAttackUP,,1,Common,5760,Nordagh,,,,,,,,Ring of Refuge
481,Ring of Solum,Accessory,Ring,plain,0,,,,Earth ,10,,,1,Rare,1188,Nordagh,,,,,,,,Earth Ring of Solum
482,Ring of the Brave,Accessory,Ring,plain,0,,,,,,AlwaysFace,,1,Infrequent,9072,Steppes,,,,,,,,Ring of the Brave
483,Titanium Ring,Accessory,Ring,plain,0,,5,,,,,,1,Infrequent,7776,Expanse,,,,,,,,Titanium Ring
484,Algiz,Accessory,Runestone,plain,0,,,,,,NegateCritical,,1,Infrequent,18144,Steppes,,,,,,,,Algiz
485,Ansuz,Accessory,Runestone,plain,0,,,,,,AffinityX2,,1,Very Rare,12672,Expanse,,,,,,,,Ansuz
486,Berkana,Accessory,Runestone,plain,0,,,,Earth ,10,,,1,Rare,1188,Nordagh,,,,,,,,Earth Berkana
487,Dark Eihwaz,Accessory,Runestone,Plain,0,,,,Dark ,10,,,1,Very Rare,1224,Expanse,,,,,,,,Dark Eihwaz
488,Eow,Accessory,Runestone,plain,0,,,,,,MoveToAttackUP,,1,Very Rare,12672,Imperia,,,,,,,,Eow
489,Gebo,Accessory,Runestone,plain,0,,,,,,BoostPP,,1,Common,5760,Expanse,,,,,,,,Gebo
490,Hagalaz,Accessory,Runestone,plain,0,,,,Air ,10,,,1,Rare,1188,Nordagh,,,,,,,,Air Hagalaz
491,Ingwaz,Accessory,Runestone,plain,0,,,,,,HPUP,,1,Infrequent,3024,Steppes,,,,,,,,Ingwaz
492,Kenaz,Accessory,Runestone,plain,0,,,,Fire ,10,,,1,Rare,1188,Nordagh,,,,,,,,Fire Kenaz
493,Lauguz,Accessory,Runestone,plain,0,,,,,,NegateBlind,,1,Frequent,5904,Steppes,,,,,,,,Lauguz
494,Light Fehu,Accessory,Runestone,plain,0,,,,Light ,10,,,1,Rare,1188,Nordagh,,,,,,,,Light Fehu
495,Mannaz,Accessory,Runestone,plain,0,,,,Water ,10,,,1,Rare,1188,Expanse,,,,,,,,Water Mannaz
496,Sowilo,Accessory,Runestone,plain,0,,5,,,,,,1,Infrequent,7776,Nordagh,,,,,,,,Sowilo
497,Tiewaz,Accessory,Runestone,plain,0,,,,,,AlwaysFace,,1,Infrequent,9072,Imperia,,,,,,,,Tiewaz
498,Uruz,Accessory,Runestone,plain,0,,,,,,StrengthUP,,1,Infrequent,9072,Steppes,,,,,,,,Uruz
499,Wunjo,Accessory,Runestone,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,6048,Imperia,,,,,,,,Wunjo
500,Dark Death Shroud,Accessory,Sash,plain,0,,,,Dark ,10,,,1,Very Rare,1224,Expanse,,,,,,,,Dark Death Shroud
501,Flowing Sash,Accessory,Sash,plain,0,,,,Water ,10,,,1,Rare,1188,Imperia,,,,,,,,Water Flowing Sash
502,Fur Wrap,Accessory,Sash,plain,0,,,,Earth ,10,,,1,Rare,1188,Nordagh,,,,,,,,Earth Fur Wrap
503,Lace Wrap,Accessory,Sash,plain,0,,,,Air ,10,,,1,Rare,1188,Imperia,,,,,,,,Air Lace Wrap
504,Leather Sash,Accessory,Sash,plain,0,,,,,,NegateCritical,,1,Infrequent,15120,Nordagh,,,,,,,,Leather Sash
505,Light Batiste Wrap,Accessory,Sash,plain,0,,,,Light ,10,,,1,Rare,1188,Imperia,,,,,,,,Light Batiste Wrap
506,Liquid Wrap,Accessory,Sash,plain,0,,,,,,RangeUP,,1,Very Rare,19008,Imperia,,,,,,,,Liquid Wrap
507,Magical Sash,Accessory,Sash,plain,0,,,,,,MagicUP,,1,Infrequent,3024,Expanse,,,,,,,,Magical Sash
508,Ornate Sash,Accessory,Sash,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,6048,Expanse,,,,,,,,Ornate Sash
509,Shroud of the Night,Accessory,Sash,plain,0,,,,,,NegateCharmConfusion,,1,Rare,6192,Steppes,,,,,,,,Shroud of the Night
510,Silken Sash,Accessory,Sash,plain,0,,,,,,MoveToAttackUP,,1,Common,5760,Imperia,,,,,,,,Silken Sash
511,Thief's Sash,Accessory,Sash,plain,0,,,,,,StealAffinity,,1,Rare,15480,Steppes,,,,,,,,Thief's Sash
512,Velvet Sash,Accessory,Sash,plain,0,,,,Fire ,10,,,1,Rare,1188,Steppes,,,,,,,,Fire Velvet Sash
513,Woolen Sash,Accessory,Sash,Plain,0,,5,,,,,,1,Infrequent,7776,Nordagh,,,,,,,,Woolen Sash
514,Boar's Scalp,Accessory,Scalp,plain,0,,,,Air ,10,,,1,Rare,1188,Nordagh,,,,,,,,Air Boar's Scalp
515,Dark Valkyrie's Scalp,Accessory,Scalp,plain,0,,,,Dark ,10,,,1,Very Rare,1224,Nordagh,,,,,,,,Dark Valkyrie's Scalp
516,Dervish's Scalp,Accessory,Scalp,plain,0,,,,,,MoveToAttackUP,,1,Common,12960,Steppes,,,,,,,,Dervish's Scalp
517,Eagle's Scalp,Accessory,Scalp,plain,0,,,,Earth ,10,,,1,Rare,1188,Expanse,,,,,,,,Earth Eagle's Scalp
518,Galdr's Scalp,Accessory,Scalp,plain,0,,,,,,RegenHP,,1,Very Rare,22176,Imperia,,,,,,,,Galdr's Scalp
519,Giant's Scalp,Accessory,Scalp,plain,0,,,,,,StrengthUP,,1,Infrequent,9072,Expanse,,,,,,,,Giant's Scalp
520,Light Corpse's Scalp,Accessory,Scalp,plain,0,,,,Light ,10,,,1,Rare,1188,Expanse,,,,,,,,Light Corpse's Scalp
521,Minotaur's Scalp,Accessory,Scalp,plain,0,,,,,,NegateCritical,,1,Infrequent,18144,Steppes,,,,,,,,Minotaur's Scalp
522,Mongrel's Scalp,Accessory,Scalp,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,7560,Steppes,,,,,,,,Mongrel's Scalp
523,Mummy's Scalp,Accessory,Scalp,plain,0,,,,,,AutoReviveHalf,,1,Very Rare,22176,Expanse,,,,,,,,Mummy's Scalp
524,Ogre's Scalp,Accessory,Scalp,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,7560,Imperia,,,,,,,,Ogre's Scalp
525,Phoenix Scalp,Accessory,Scalp,plain,0,,,,Water ,10,,,1,Rare,1188,Steppes,,,,,,,,Water Phoenix Scalp
526,Samnite's Scalp,Accessory,Scalp,plain,0,,,,,,HPUP,,1,Infrequent,6048,Expanse,,,,,,,,Samnite's Scalp
527,Satyr's Scalp,Accessory,Scalp,plain,0,,,,,,NegateCharmConfusion,,1,Rare,7740,Imperia,,,,,,,,Satyr's Scalp
528,Soldier's Scalp,Accessory,Scalp,plain,0,,,,,,AlwaysFace,,1,Infrequent,12096,Nordagh,,,,,,,,Soldier's Scalp
529,Tortoise's Scalp,Accessory,Scalp,plain,0,,,,Fire ,10,,,1,Rare,1188,Imperia,,,,,,,,Fire Tortoise's Scalp
530,Warrior's Scalp,Accessory,Scalp,plain,0,,5,,,,,,1,Infrequent,11664,Steppes,,,,,,,,Warrior's Scalp
531,Bear Tooth,Accessory,Tooth,plain,0,,,,,,CriticalAttackUP,,1,Frequent,8856,Nordagh,,,,,,,,Bear Tooth
532,Boar Tooth,Accessory,Tooth,plain,0,,,,Earth ,10,,,1,Rare,1188,Nordagh,,,,,,,,Earth Boar Tooth
533,Buffalo Tooth,Accessory,Tooth,plain,0,,5,,,,,,1,Infrequent,5832,Steppes,,,,,,,,Buffalo Tooth
534,Cat Tooth,Accessory,Tooth,plain,0,,,,,,NegateCrowdDown,,1,Infrequent,7560,Expanse,,,,,,,,Cat Tooth
535,Crocodile Tooth,Accessory,Tooth,plain,0,,,,,,NegateCritical,,1,Infrequent,18144,Expanse,,,,,,,,Crocodile Tooth
536,Dark Jackal Tooth,Accessory,Tooth,plain,0,,,,Dark ,10,,,1,Very Rare,1224,Expanse,,,,,,,,Dark Jackal Tooth
537,Eagle Beak,Accessory,Tooth,plain,0,,,,Air ,10,,,1,Rare,1188,Nordagh,,,,,,,,Air Eagle Beak
538,Horse Tooth,Accessory,Tooth,plain,0,,,,,,StrengthUP,,1,Infrequent,9072,Steppes,,,,,,,,Horse Tooth
539,Hyena Tooth,Accessory,Tooth,plain,0,,,,,,BerserkON,,1,Common,7200,Expanse,,,,,,,,Hyena Tooth
540,Light Pegasus Tooth,Accessory,Tooth,plain,0,,,,Light ,10,,,1,Rare,1188,Imperia,,,,,,,,Light Pegasus Tooth
541,Lion Tooth,Accessory,Tooth,plain,0,,,,,,AlwaysFace,,1,Infrequent,9072,Imperia,,,,,,,,Lion Tooth
542,Owl Beak,Accessory,Tooth,plain,0,,,,,,NegateCharmConfusion,,1,Rare,7740,Nordagh,,,,,,,,Owl Beak
543,Ox Tooth,Accessory,Tooth,plain,0,,,,,,HPUP,,1,Infrequent,6048,Imperia,,,,,,,,Ox Tooth
544,Serpent Tooth,Accessory,Tooth,plain,0,,,,Fire ,10,,,1,Rare,1188,Steppes,,,,,,,,Fire Serpent Tooth
545,Turtle Beak,Accessory,Tooth,plain,0,,,,Water ,10,,,1,Rare,1188,Imperia,,,,,,,,Water Turtle Beak
546,Wolf Tooth,Accessory,Tooth,plain,0,,,,,,StrengthUPWithDamage,,1,Very Rare,9504,Nordagh,,,,,,,,Wolf Tooth
547,Chainmail Bikini,Armor,Armor,Amazon,46,,5,-10,Air ,8,,,12,Frequent,69696,Nordagh,,,,,,,,Air Chainmail Bikini
548,Chainmail Bikini,Armor,Armor,Amazon,46,,5,-10,Earth ,8,,,12,Frequent,69696,Nordagh,,,,,,,,Earth Chainmail Bikini
549,Chainmail Bikini,Armor,Armor,Amazon,46,,5,-10,Fire ,8,,,12,Frequent,69696,Nordagh,,,,,,,,Fire Chainmail Bikini
550,Chainmail Bikini,Armor,Armor,Amazon,46,,5,-10,Water ,8,,,12,Frequent,69696,Nordagh,,,,,,,,Water Chainmail Bikini
551,Cured Bikini,Armor,Armor,Amazon,22,,3,-5,Air ,4,,,6,Common,31944,Expanse,,,,,,,,Air Cured Bikini
552,Cured Bikini,Armor,Armor,Amazon,22,,3,-5,Earth ,4,,,6,Common,31944,Expanse,,,,,,,,Earth Cured Bikini
553,Cured Bikini,Armor,Armor,Amazon,22,,3,-5,Fire ,4,,,6,Common,31944,Expanse,,,,,,,,Fire Cured Bikini
554,Cured Bikini,Armor,Armor,Amazon,22,,3,-5,Water ,4,,,6,Common,31944,Expanse,,,,,,,,Water Cured Bikini
555,Leather Bikini,Armor,Armor,Amazon,10,,1,-2,,,,,3,Common,13794,Expanse,,,,,,,,Leather Bikini
556,Platemail Bikini,Armor,Armor,Amazon,50,,5,-10,Air ,8,,,13,Infrequent,78650,Imperia,,,,,,,,Air Platemail Bikini
557,Platemail Bikini,Armor,Armor,Amazon,50,,5,-10,Earth ,8,,,13,Infrequent,78650,Imperia,,,,,,,,Earth Platemail Bikini
558,Platemail Bikini,Armor,Armor,Amazon,50,,5,-10,Fire ,8,,,13,Infrequent,78650,Imperia,,,,,,,,Fire Platemail Bikini
559,Platemail Bikini,Armor,Armor,Amazon,50,,5,-10,Water ,8,,,13,Infrequent,78650,Imperia,,,,,,,,Water Platemail Bikini
560,Rigid Bikini,Armor,Armor,Amazon,70,,6,-12,Air ,14,,,18,Rare,135036,Imperia,,,,,,,,Air Rigid Bikini
561,Belted Wrap,Armor,Armor,Arcane,62,,6,-12,Air ,22,,,16,Rare,19968,Expanse,,,,,,,,Air Belted Wrap
562,Belted Wrap,Armor,Armor,Arcane,62,,6,-12,Earth ,22,,,16,Rare,19968,Expanse,,,,,,,,Earth Belted Wrap
563,Belted Wrap,Armor,Armor,Arcane,62,,6,-12,Fire ,22,,,16,Rare,19968,Expanse,,,,,,,,Fire Belted Wrap
564,Belted Wrap,Armor,Armor,Arcane,62,,6,-12,Water ,22,,,16,Rare,19968,Expanse,,,,,,,,Water Belted Wrap
565,Body Wrap,Armor,Armor,Arcane,42,,4,-10,Air ,18,,,11,Infrequent,11968,Expanse,,,,,,,,Air Body Wrap
566,Body Wrap,Armor,Armor,Arcane,42,,4,-10,Earth ,18,,,11,Infrequent,11968,Expanse,,,,,,,,Earth Body Wrap
567,Body Wrap,Armor,Armor,Arcane,42,,4,-10,Fire ,18,,,11,Infrequent,11968,Expanse,,,,,,,,Fire Body Wrap
568,Body Wrap,Armor,Armor,Arcane,42,,4,-10,Water ,18,,,11,Infrequent,11968,Expanse,,,,,,,,Water Body Wrap
569,Burlap Wrap,Armor,Armor,Arcane,2,,1,-1,,,,,1,Common,640,Expanse,,,,,,,,Burlap Wrap
570,Canvas Robe,Armor,Armor,Arcane,2,,1,-1,,,,,1,Common,640,Imperia,,,,,,,,Canvas Robe
571,Collared Cloak,Armor,Armor,Arcane,6,,1,-2,,,,,2,Common,1216,Nordagh,,,,,,,,Collared Cloak
572,Cotton Del,Armor,Armor,Arcane,6,,1,-2,,,,,2,Common,1216,Steppes,,,,,,,,Cotton Del
573,Cotton Toga,Armor,Armor,Arcane,10,,1,-2,,,,,3,Common,1824,Imperia,,,,,,,,Cotton Toga
574,Fine Silk Toga,Armor,Armor,Arcane,26,,3,-5,Air ,14,,,7,Infrequent,7616,Imperia,,,,,,,,Air Fine Silk Toga
575,Fine Silk Toga,Armor,Armor,Arcane,26,,3,-5,Earth ,14,,,7,Infrequent,7616,Imperia,,,,,,,,Earth Fine Silk Toga
576,Fine Silk Toga,Armor,Armor,Arcane,26,,3,-5,Fire ,14,,,7,Infrequent,7616,Imperia,,,,,,,,Fire Fine Silk Toga
577,Fine Silk Toga,Armor,Armor,Arcane,26,,3,-5,Water ,14,,,7,Infrequent,7616,Imperia,,,,,,,,Water Fine Silk Toga
578,Heavy Robes,Armor,Armor,Arcane,30,,3,-5,Air ,16,,,8,Frequent,8960,Expanse,,,,,,,,Air Heavy Robes
579,Heavy Robes,Armor,Armor,Arcane,30,,3,-5,Earth ,16,,,8,Frequent,8960,Expanse,,,,,,,,Earth Heavy Robes
580,Heavy Robes,Armor,Armor,Arcane,30,,3,-5,Fire ,16,,,8,Frequent,8960,Expanse,,,,,,,,Fire Heavy Robes
581,Heavy Robes,Armor,Armor,Arcane,30,,3,-5,Water ,16,,,8,Frequent,8960,Expanse,,,,,,,,Water Heavy Robes
582,Hooded Cloak,Armor,Armor,Arcane,14,,2,-3,,,,,4,Frequent,2560,Nordagh,,,,,,,,Hooded Cloak
583,Hooded Wrap,Armor,Armor,Arcane,30,,3,-5,Air ,14,,,8,Infrequent,8704,Expanse,,,,,,,,Air Hooded Wrap
584,Hooded Wrap,Armor,Armor,Arcane,30,,3,-5,Earth ,14,,,8,Infrequent,8704,Expanse,,,,,,,,Earth Hooded Wrap
585,Hooded Wrap,Armor,Armor,Arcane,30,,3,-5,Fire ,14,,,8,Infrequent,8704,Expanse,,,,,,,,Fire Hooded Wrap
586,Hooded Wrap,Armor,Armor,Arcane,30,,3,-5,Water ,14,,,8,Infrequent,8704,Expanse,,,,,,,,Water Hooded Wrap
587,Leather Cloak,Armor,Armor,Arcane,34,,4,-8,Air ,16,,,9,Frequent,9504,Nordagh,,,,,,,,Air Leather Cloak
588,Leather Cloak,Armor,Armor,Arcane,34,,4,-8,Earth ,16,,,9,Frequent,9504,Nordagh,,,,,,,,Earth Leather Cloak
589,Leather Cloak,Armor,Armor,Arcane,34,,4,-8,Fire ,16,,,9,Frequent,9504,Nordagh,,,,,,,,Fire Leather Cloak
590,Leather Cloak,Armor,Armor,Arcane,34,,4,-8,Water ,16,,,9,Frequent,9504,Nordagh,,,,,,,,Water Leather Cloak
591,Light Wrap,Armor,Armor,Arcane,14,,2,-3,Air ,10,,,4,Frequent,3840,Expanse,,,,,,,,Air Light Wrap
592,Light Wrap,Armor,Armor,Arcane,14,,2,-3,Earth ,10,,,4,Frequent,3840,Expanse,,,,,,,,Earth Light Wrap
593,Light Wrap,Armor,Armor,Arcane,14,,2,-3,Fire ,10,,,4,Frequent,3840,Expanse,,,,,,,,Fire Light Wrap
594,Light Wrap,Armor,Armor,Arcane,14,,2,-3,Water ,10,,,4,Frequent,3840,Expanse,,,,,,,,Water Light Wrap
595,Padded Silk Toga,Armor,Armor,Arcane,74,,6,-12,Air ,24,,,19,Very Rare,25536,Imperia,,,,,,,,Air Padded Silk Toga
596,Padded Silk Toga,Armor,Armor,Arcane,74,,6,-12,Earth ,24,,,19,Very Rare,25536,Imperia,,,,,,,,Earth Padded Silk Toga
597,Padded Silk Toga,Armor,Armor,Arcane,74,,6,-12,Fire ,24,,,19,Very Rare,25536,Imperia,,,,,,,,Fire Padded Silk Toga
598,Padded Silk Toga,Armor,Armor,Arcane,74,,6,-12,Water ,24,,,19,Very Rare,25536,Imperia,,,,,,,,Water Padded Silk Toga
599,Sequined Robe,Armor,Armor,Arcane,54,,5,-10,Air ,20,,,14,Rare,17024,Steppes,,,,,,,,Air Sequined Robe
600,Sequined Robe,Armor,Armor,Arcane,54,,5,-10,Earth ,20,,,14,Rare,17024,Steppes,,,,,,,,Earth Sequined Robe
601,Sequined Robe,Armor,Armor,Arcane,54,,5,-10,Fire ,20,,,14,Rare,17024,Steppes,,,,,,,,Fire Sequined Robe
602,Sequined Robe,Armor,Armor,Arcane,54,,5,-10,Water ,20,,,14,Rare,17024,Steppes,,,,,,,,Water Sequined Robe
603,Short Del,Armor,Armor,Arcane,18,,2,-4,,,,,5,Frequent,3040,Expanse,,,,,,,,Short Del
604,Silk Del,Armor,Armor,Arcane,38,,4,-8,Air ,18,,,10,Infrequent,11520,Steppes,,,,,,,,Air Silk Del
605,Silk Del,Armor,Armor,Arcane,38,,4,-8,Earth ,18,,,10,Infrequent,11520,Steppes,,,,,,,,Earth Silk Del
606,Silk Del,Armor,Armor,Arcane,38,,4,-8,Fire ,18,,,10,Infrequent,11520,Steppes,,,,,,,,Fire Silk Del
607,Silk Del,Armor,Armor,Arcane,38,,4,-8,Water ,18,,,10,Infrequent,11520,Steppes,,,,,,,,Water Silk Del
608,Velvet Robe,Armor,Armor,Arcane,22,,3,-5,Air ,12,,,6,Infrequent,6144,Nordagh,,,,,,,,Air Velvet Robe
609,Velvet Robe,Armor,Armor,Arcane,22,,3,-5,Earth ,12,,,6,Infrequent,6144,Nordagh,,,,,,,,Earth Velvet Robe
610,Velvet Robe,Armor,Armor,Arcane,22,,3,-5,Fire ,12,,,6,Infrequent,6144,Nordagh,,,,,,,,Fire Velvet Robe
611,Velvet Robe,Armor,Armor,Arcane,22,,3,-5,Water ,12,,,6,Infrequent,6144,Nordagh,,,,,,,,Water Velvet Robe
612,Warrior Del,Armor,Armor,Arcane,78,,6,-12,Water ,24,,,20,Very Rare,26880,Steppes,,,,,,,,Water Warrior Del
613,Woven Toga,Armor,Armor,Arcane,10,,1,-2,,,,,3,Common,1824,Imperia,,,,,,,,Woven Toga
614,Bear Pelt,Armor,Armor,Barbarian,75,,6,-12,Air ,6,,,19,Frequent,96558,Nordagh,,,,Classspecific,,,,Air Bear Pelt
615,Bear Pelt,Armor,Armor,Barbarian,75,,6,-12,Earth ,6,,,19,Frequent,96558,Nordagh,,,,Classspecific,,,,Earth Bear Pelt
616,Bear Pelt,Armor,Armor,Barbarian,75,,6,-12,Fire ,6,,,19,Frequent,96558,Nordagh,,,,Classspecific,,,,Fire Bear Pelt
617,Bear Pelt,Armor,Armor,Barbarian,75,,6,-12,Water ,6,,,19,Frequent,96558,Nordagh,,,,Classspecific,,,,Water Bear Pelt
618,Buffalo Hide,Armor,Armor,Barbarian,55,,5,-10,Air ,10,,,15,Rare,101640,Expanse,,,,Classspecific,,,,Air Buffalo Hide
619,Buffalo Hide,Armor,Armor,Barbarian,55,,5,-10,Earth ,10,,,15,Rare,101640,Expanse,,,,Classspecific,,,,Earth Buffalo Hide
620,Buffalo Hide,Armor,Armor,Barbarian,55,,5,-10,Fire ,10,,,15,Rare,101640,Expanse,,,,Classspecific,,,,Fire Buffalo Hide
621,Buffalo Hide,Armor,Armor,Barbarian,55,,5,-10,Water ,10,,,15,Rare,101640,Expanse,,,,Classspecific,,,,Water Buffalo Hide
622,Chimera Pelt,Armor,Armor,Barbarian,67,,6,-12,Air ,14,,,17,Very Rare,131648,Expanse,,,,Classspecific,,,,Air Chimera Pelt
623,Chimera Pelt,Armor,Armor,Barbarian,67,,6,-12,Earth ,14,,,17,Very Rare,131648,Expanse,,,,Classspecific,,,,Earth Chimera Pelt
624,Chimera Pelt,Armor,Armor,Barbarian,67,,6,-12,Fire ,14,,,17,Very Rare,131648,Expanse,,,,Classspecific,,,,Fire Chimera Pelt
625,Chimera Pelt,Armor,Armor,Barbarian,67,,6,-12,Water ,14,,,17,Very Rare,131648,Expanse,,,,Classspecific,,,,Water Chimera Pelt
626,Griffin Pelt,Armor,Armor,Barbarian,63,,6,-12,Air ,12,,,16,Rare,112288,Steppes,,,,Classspecific,,,,Air Griffin Pelt
627,Horse Hide,Armor,Armor,Barbarian,71,,6,-12,Air ,8,,,18,Frequent,100188,Nordagh,,,,Classspecific,,,,Air Horse Hide
628,Horse Hide,Armor,Armor,Barbarian,71,,6,-12,Earth ,8,,,18,Frequent,100188,Nordagh,,,,Classspecific,,,,Earth Horse Hide
629,Horse Hide,Armor,Armor,Barbarian,71,,6,-12,Fire ,8,,,18,Frequent,100188,Nordagh,,,,Classspecific,,,,Fire Horse Hide
630,Horse Hide,Armor,Armor,Barbarian,71,,6,-12,Water ,8,,,18,Frequent,100188,Nordagh,,,,Classspecific,,,,Water Horse Hide
631,Jackal Pelt,Armor,Armor,Barbarian,11,,1,-2,Air ,8,,,3,Common,19602,Expanse,,,,Classspecific,,,,Air Jackal Pelt
632,Jackal Pelt,Armor,Armor,Barbarian,11,,1,-2,Earth ,8,,,3,Common,19602,Expanse,,,,Classspecific,,,,Earth Jackal Pelt
633,Jackal Pelt,Armor,Armor,Barbarian,11,,1,-2,Fire ,8,,,3,Common,19602,Expanse,,,,Classspecific,,,,Fire Jackal Pelt
634,Jackal Pelt,Armor,Armor,Barbarian,11,,1,-2,Water ,8,,,3,Common,19602,Expanse,,,,Classspecific,,,,Water Jackal Pelt
635,Lamb's Hide,Armor,Armor,Barbarian,3,,1,-1,,,,,1,Common,4840,Nordagh,,,,Classspecific,,,,Lamb's Hide
636,Leather Garb,Armor,Armor,Barbarian,35,1,4,-8,,,,,9,Common,37026,Steppes,,,,,,,,Leather Garb
637,Mountain Lion Hide,Armor,Armor,Barbarian,27,,3,-5,Air ,4,,,7,Common,37268,Nordagh,,,,Classspecific,,,,Air Mountain Lion Hide
638,Mountain Lion Hide,Armor,Armor,Barbarian,27,,3,-5,Earth ,4,,,7,Common,37268,Nordagh,,,,Classspecific,,,,Earth Mountain Lion Hide
639,Mountain Lion Hide,Armor,Armor,Barbarian,27,,3,-5,Fire ,4,,,7,Common,37268,Nordagh,,,,Classspecific,,,,Fire Mountain Lion Hide
640,Mountain Lion Hide,Armor,Armor,Barbarian,27,,3,-5,Water ,4,,,7,Common,37268,Nordagh,,,,Classspecific,,,,Water Mountain Lion Hide
641,Patched Cape,Armor,Armor,Barbarian,7,,1,-2,Air ,4,,,2,Common,11132,Nordagh,,,,,,,,Air Patched Cape
642,Patched Cape,Armor,Armor,Barbarian,7,,1,-2,Earth ,4,,,2,Common,11132,Nordagh,,,,,,,,Earth Patched Cape
643,Patched Cape,Armor,Armor,Barbarian,7,,1,-2,Fire ,4,,,2,Common,11132,Nordagh,,,,,,,,Fire Patched Cape
644,Patched Cape,Armor,Armor,Barbarian,7,,1,-2,Water ,4,,,2,Common,11132,Nordagh,,,,,,,,Water Patched Cape
645,Wolfskin,Armor,Armor,Barbarian,19,,2,-4,Air ,4,,,5,Common,26620,Nordagh,,,,,,,,Air Wolfskin
646,Wolfskin,Armor,Armor,Barbarian,19,,2,-4,Earth ,4,,,5,Common,26620,Nordagh,,,,,,,,Earth Wolfskin
647,Wolfskin,Armor,Armor,Barbarian,19,,2,-4,Fire ,4,,,5,Common,26620,Nordagh,,,,,,,,Fire Wolfskin
648,Wolfskin,Armor,Armor,Barbarian,19,,2,-4,Water ,4,,,5,Common,26620,Nordagh,,,,,,,,Water Wolfskin
649,Imperial Body Armor,Armor,Armor,Centurion,91,,6,-12,Air ,10,,,20,Unique,116160,Imperia,,,,Classspecific,,,,Air Imperial Body Armor
650,Imperial Body Armor,Armor,Armor,Centurion,91,,6,-12,Earth ,10,,,20,Unique,116160,Imperia,,,,Classspecific,,,,Earth Imperial Body Armor
651,Imperial Body Armor,Armor,Armor,Centurion,91,,6,-12,Fire ,10,,,20,Unique,116160,Imperia,,,,Classspecific,,,,Fire Imperial Body Armor
652,Imperial Body Armor,Armor,Armor,Centurion,91,,6,-12,Water ,10,,,20,Unique,116160,Imperia,,,,Classspecific,,,,Water Imperial Body Armor
