//Saved School
NAME:	"Daxterius Maximus"
	SKILL: "Berserker Combo I"
	SKILL: "Berserker Rage I"
	SKILL: "Berserker Howl II"
	SKILL: "Berserker AirAffinity II"
	SKILL: "Berserker EarthAffinity II"
	SKILL: "Berserker FireAffinity II"
	SKILL: "Berserker WaterAffinity II"
	SKILL: "Berserker Combo II"
	SKILL: "Berserker Howl III"
	SKILL: "Berserker Turtle I"
	SKILL: "Berserker AirAffinity III"
	SKILL: "Berserker EarthAffinity III"
	SKILL: "Berserker FireAffinity III"
	SKILL: "Berserker Rage II"
	SKILL: "Berserker WaterAffinity III"
	SKILL: "Berserker Combo III"
	SKILL: "Berserker RiposteSub"
	SKILL: "Berserker Howl IV"
	SKILL: "Berserker Combo IV"
	SKILL: "Berserker AirAffinity IV"
	SKILL: "Berserker EarthAffinity IV"
	SKILL: "Berserker FireAffinity IV"
	SKILL: "Berserker Rage III"
	SKILL: "Berserker WaterAffinity IV"
	SKILL: "Berserker HellGate"


CREATEUNIT:		"Cat1", "Cat"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	507

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"", "", "", "", ""

	// defense skills
	SKILL: "Cat Evade"

	// basic skills
	SKILL: "Cat Attack"
	SKILL: "Cat Bite"
	SKILL: "Cat Run I"
	SKILL: "Cat PrecisionAttack"
	SKILL: "Cat Paw I"
	SKILL: "Cat Pounce"
	SKILL: "Cat Paw II"
	SKILL: "Cat RakingAttack"
	SKILL: "Cat Scratch"

	// innate skills
	SKILL: "Cat Leap"
	SKILL: "Cat Evade II"
	SKILL: "Cat Riposte"
	SKILL: "Cat Reflexes"

	// other skills
	SKILL: "Cat AirAffinity I"
	SKILL: "CatGreater AirAffinity I"
	SKILL: "Cat Combo I"
	SKILL: "Cat Growl I"
	SKILL: "Cat AirAffinity II"
	SKILL: "CatGreater AirAffinity II"
	SKILL: "Cat Combo II"
	SKILL: "Cat Turtle"
	SKILL: "Cat AirAffinity III"
	SKILL: "Cat Combo III"
	SKILL: "Cat RiposteSub"
	SKILL: "Cat Turtle II"
	SKILL: "Cat Growl II"
	SKILL: "Cat AirAffinity IV"
	SKILL: "Cat Combo IV"
	SKILL: "Cat HellGate"


CREATEUNIT:		"CatGreater1", "CatGreater"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	599

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"", "", "", "", ""

	// defense skills
	SKILL: "CatGreater Evade"

	// basic skills
	SKILL: "CatGreater Attack"
	SKILL: "CatGreater PrecisionAttack"
	SKILL: "CatGreater Paw I"
	SKILL: "CatGreater Paw II"
	SKILL: "CatGreater RakingAttack"
	SKILL: "CatGreater Scratch"

	// innate skills
	SKILL: "CatGreater Awareness"
	SKILL: "CatGreater Riposte"
	SKILL: "CatGreater Reflexes"

	// other skills
	SKILL: "CatGreater Teleport"
	SKILL: "CatGreater AffinityDrain"
	SKILL: "CatGreater Combo I"
	SKILL: "CatGreater Growl"
	SKILL: "CatGreater Combo II"
	SKILL: "CatGreater Turtle"
	SKILL: "CatGreater Combo III"
	SKILL: "CatGreater RiposteSub"
	SKILL: "CatGreater Turtle II"
	SKILL: "CatGreater Growl II"
	SKILL: "CatGreater Combo IV"
	SKILL: "CatGreater AirAffinity I"
	SKILL: "CatGreater AirAffinity II"
	SKILL: "CatGreater AirAffinity III"



CREATEUNIT:		"Centurion1", "Centurion"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	277

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Heavy", "", "Air Test Shield Medium", "", ""

	// defense skills
	SKILL: "Centurion Block"

	// basic skills
	SKILL: "Centurion Attack"
	SKILL: "Centurion TargetLeg"
	SKILL: "Centurion Roam"
	SKILL: "Centurion TargetArm"
	SKILL: "Centurion TargetHead"
	SKILL: "Centurion DestroyHelm"

	// innate skills
	SKILL: "Centurion CoordinatedAttack"
	SKILL: "Centurion Garrison"
	SKILL: "Centurion Shield II"
	SKILL: "Centurion IndomitableWill"

	// other skills
	SKILL: "Centurion Shield"
	SKILL: "Centurion Motivate"
	SKILL: "Centurion AirAffinity I"
	SKILL: "Centurion EarthAffinity I"
	SKILL: "Centurion FireAffinity I"
	SKILL: "Centurion WaterAffinity I"
	SKILL: "Centurion Combo I"
	SKILL: "Centurion Defend"
	SKILL: "Centurion Reprimand"
	SKILL: "Centurion AirAffinity II"
	SKILL: "Centurion EarthAffinity II"
	SKILL: "Centurion FireAffinity II"
	SKILL: "Centurion WaterAffinity II"
	SKILL: "Centurion Combo II"
	SKILL: "Centurion AirAffinity III"
	SKILL: "Centurion EarthAffinity III"
	SKILL: "Centurion FireAffinity III"
	SKILL: "Centurion WaterAffinity III"
	SKILL: "Centurion Combo III"
	SKILL: "Centurion Impel"
	SKILL: "Centurion Spur"
	SKILL: "Centurion Rally"
	SKILL: "Centurion Combo IV"
	SKILL: "Centurion ComboChain IV"
	SKILL: "Centurion AirAffinity IV"
	SKILL: "Centurion EarthAffinity IV"
	SKILL: "Centurion FireAffinity IV"
	SKILL: "Centurion WaterAffinity IV"
	SKILL: "Centurion ImmediateResponse"
	SKILL: "Centurion HellGate"


CREATEUNIT:		"CenturionF1", "CenturionF"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	277

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Heavy", "", "Air Test Shield Medium", "", ""

	// defense skills
	SKILL: "Centurion Block"

	// basic skills
	SKILL: "Centurion Attack"
	SKILL: "Centurion TargetLeg"
	SKILL: "Centurion Roam"
	SKILL: "Centurion TargetArm"
	SKILL: "Centurion TargetHead"
	SKILL: "Centurion DestroyHelm"

	// innate skills
	SKILL: "Centurion CoordinatedAttack"
	SKILL: "Centurion Garrison"
	SKILL: "Centurion Shield II"
	SKILL: "Centurion IndomitableWill"

	// other skills
	SKILL: "Centurion Shield"
	SKILL: "Centurion Motivate"
	SKILL: "Centurion AirAffinity I"
	SKILL: "Centurion EarthAffinity I"
	SKILL: "Centurion FireAffinity I"
	SKILL: "Centurion WaterAffinity I"
	SKILL: "Centurion Combo I"
	SKILL: "Centurion Defend"
	SKILL: "Centurion Reprimand"
	SKILL: "Centurion AirAffinity II"
	SKILL: "Centurion EarthAffinity II"
	SKILL: "Centurion FireAffinity II"
	SKILL: "Centurion WaterAffinity II"
	SKILL: "Centurion Combo II"
	SKILL: "Centurion AirAffinity III"
	SKILL: "Centurion EarthAffinity III"
	SKILL: "Centurion FireAffinity III"
	SKILL: "Centurion WaterAffinity III"
	SKILL: "Centurion Combo III"
	SKILL: "Centurion Impel"
	SKILL: "Centurion Spur"
	SKILL: "Centurion Rally"
	SKILL: "Centurion Combo IV"
	SKILL: "Centurion ComboChain IV"
	SKILL: "Centurion AirAffinity IV"
	SKILL: "Centurion EarthAffinity IV"
	SKILL: "Centurion FireAffinity IV"
	SKILL: "Centurion WaterAffinity IV"
	SKILL: "Centurion ImmediateResponse"
	SKILL: "Centurion HellGate"


CREATEUNIT:		"ChannelerExp1", "ChannelerImp"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	261

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Staff", "", "", "", ""

	// defense skills
	SKILL: "Channeler Evade"

	// basic skills
	SKILL: "Channeler Attack"

	// innate skills
	SKILL: "Channeler AffNoGrow"

	// other skills
	SKILL: "Channeler FireStorm I"
	SKILL: "Channeler FreezeEnemy I"
	SKILL: "Channeler FireStorm III"
	SKILL: "Channeler FreezeEnemy II"
	SKILL: "Channeler FireStorm II"
	SKILL: "Channeler FreezeEnemy III"
	SKILL: "Channeler WindStep I"
	SKILL: "Channeler AirAffinity I"
	SKILL: "Channeler EarthAffinity I"
	SKILL: "Channeler FireAffinity I"
	SKILL: "Channeler WaterAffinity I"
	SKILL: "Channeler Combo I"
	SKILL: "Channeler Regrowth I"
	SKILL: "Channeler AirAffinity II"
	SKILL: "Channeler EarthAffinity II"
	SKILL: "Channeler FireAffinity II"
	SKILL: "Channeler Tornado"
	SKILL: "Channeler WaterAffinity II"
	SKILL: "Channeler Combo II"
	SKILL: "Channeler Regrowth II"
	SKILL: "Channeler Teleport"
	SKILL: "Channeler AirAffinity III"
	SKILL: "Channeler EarthAffinity III"
	SKILL: "Channeler FireAffinity III"
	SKILL: "Channeler WaterAffinity III"
	SKILL: "Channeler WindStep II"
	SKILL: "Channeler Combo III"
	SKILL: "Channeler DrainAffinity"
	SKILL: "Channeler Regrowth III"
	SKILL: "Channeler Combo IV"
	SKILL: "Channeler TransferAffinity"
	SKILL: "Channeler AirAffinity IV"
	SKILL: "Channeler EarthAffinity IV"
	SKILL: "Channeler FireAffinity IV"
	SKILL: "Channeler WaterAffinity IV"
	SKILL: "Channeler BoostAffinity"
	SKILL: "Channeler FireBomb"
	SKILL: "Channeler StiffWind"
	SKILL: "Channeler HellGate"


CREATEUNIT:		"ChannelerImp1", "ChannelerImp"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	261

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Staff", "", "", "", ""

	// defense skills
	SKILL: "Channeler Evade"

	// basic skills
	SKILL: "Channeler Attack"

	// innate skills
	SKILL: "Channeler AffNoGrow"

	// other skills
	SKILL: "Channeler FireStorm I"
	SKILL: "Channeler FreezeEnemy I"
	SKILL: "Channeler FireStorm III"
	SKILL: "Channeler FreezeEnemy II"
	SKILL: "Channeler FireStorm II"
	SKILL: "Channeler FreezeEnemy III"
	SKILL: "Channeler WindStep I"
	SKILL: "Channeler AirAffinity I"
	SKILL: "Channeler EarthAffinity I"
	SKILL: "Channeler FireAffinity I"
	SKILL: "Channeler WaterAffinity I"
	SKILL: "Channeler Combo I"
	SKILL: "Channeler Regrowth I"
	SKILL: "Channeler AirAffinity II"
	SKILL: "Channeler EarthAffinity II"
	SKILL: "Channeler FireAffinity II"
	SKILL: "Channeler Tornado"
	SKILL: "Channeler WaterAffinity II"
	SKILL: "Channeler Combo II"
	SKILL: "Channeler Regrowth II"
	SKILL: "Channeler Teleport"
	SKILL: "Channeler AirAffinity III"
	SKILL: "Channeler EarthAffinity III"
	SKILL: "Channeler FireAffinity III"
	SKILL: "Channeler WaterAffinity III"
	SKILL: "Channeler WindStep II"
	SKILL: "Channeler Combo III"
	SKILL: "Channeler DrainAffinity"
	SKILL: "Channeler Regrowth III"
	SKILL: "Channeler Combo IV"
	SKILL: "Channeler TransferAffinity"
	SKILL: "Channeler AirAffinity IV"
	SKILL: "Channeler EarthAffinity IV"
	SKILL: "Channeler FireAffinity IV"
	SKILL: "Channeler WaterAffinity IV"
	SKILL: "Channeler BoostAffinity"
	SKILL: "Channeler FireBomb"
	SKILL: "Channeler StiffWind"
	SKILL: "Channeler HellGate"


CREATEUNIT:		"Cyclops1", "Cyclops"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	365

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Heavy", "", "", "", ""

	// defense skills
	SKILL: "Cyclops Block"

	// basic skills
	SKILL: "Cyclops Attack"
	SKILL: "Cyclops EyeBeam"
	SKILL: "Cyclops Punch"
	SKILL: "Cyclops SweepingAttack"
	SKILL: "Cyclops OverheadSmash"
	SKILL: "Cyclops TargetArm"
	SKILL: "Cyclops DestroyShield"
	SKILL: "Cyclops TargetHead"
	SKILL: "Cyclops HeavyStrike"

	// innate skills
	SKILL: "Cyclops HeavyHanded"

	// other skills
	SKILL: "Cyclops ThreateningGlare I"
	SKILL: "Cyclops Bulldoze I"
	SKILL: "Cyclops AirAffinity I"
	SKILL: "Cyclops EarthAffinity I"
	SKILL: "Cyclops FireAffinity I"
	SKILL: "Cyclops WaterAffinity I"
	SKILL: "Cyclops Combo I"
	SKILL: "Cyclops AirAffinity II"
	SKILL: "Cyclops EarthAffinity II"
	SKILL: "Cyclops FireAffinity II"
	SKILL: "Cyclops WaterAffinity II"
	SKILL: "Cyclops Combo II"
	SKILL: "Cyclops EarthAffinity III"
	SKILL: "Cyclops FireAffinity III"
	SKILL: "Cyclops Turtle I"
	SKILL: "Cyclops WaterAffinity III"
	SKILL: "Cyclops Combo III"
	SKILL: "Cyclops Focus"
	SKILL: "Cyclops Turtle II"
	SKILL: "Cyclops ThreateningGlare II"
	SKILL: "Cyclops Combo IV"
	SKILL: "Cyclops EarthAffinity IV"
	SKILL: "Cyclops FireAffinity IV"
	SKILL: "Cyclops Turtle III"
	SKILL: "Cyclops WaterAffinity IV"
	SKILL: "Cyclops PenetratingStare"
	SKILL: "Cyclops HellGate"


CREATEUNIT:		"CyclopsGreater1", "CyclopsGreater"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	523

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"", "", "", "", ""

	// defense skills
	SKILL: "CyclopsGreater Block"

	// basic skills
	SKILL: "CyclopsGreater Attack"
	SKILL: "CyclopsGreater EyeBeam"
	SKILL: "CyclopsGreater SweepingAttack"
	SKILL: "CyclopsGreater TargetArm"
	SKILL: "CyclopsGreater DestroyShield"
	SKILL: "CyclopsGreater Shockwave"
	SKILL: "CyclopsGreater HeavyStrike"
	SKILL: "CyclopsGreater OverheadSmash"

	// innate skills
	SKILL: "CyclopsGreater HeavyHanded"

	// other skills
	SKILL: "CyclopsGreater SummonAirAffinityBeast"
	SKILL: "CyclopsGreater SummoneEarthAffinityBeast"
	SKILL: "CyclopsGreater SummoneFireAffinityBeast"
	SKILL: "CyclopsGreater SummonWaterAffinityBeast"
	SKILL: "CyclopsGreater ThreateningGlare I"
	SKILL: "CyclopsGreater DarkAffinity I"
	SKILL: "CyclopsGreater DarkAffinity II"
	SKILL: "CyclopsGreater DarkAffinity III"
	SKILL: "CyclopsGreater Turtle I"
	SKILL: "CyclopsGreater Turtle II"
	SKILL: "CyclopsGreater ThreateningGlare II"
	SKILL: "CyclopsGreater Turtle III"
	SKILL: "CyclopsGreater PenetratingStare"





///////////////////////////////////    Characters

CREATEUNIT:		"DarkLegionnaire1", "DarkLegionnaire"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	561

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Medium", "", "Air Test Shield Medium", "", ""

	// defense skills
	SKILL: "DarkLegionnaire Block"

	// basic skills
	SKILL: "DarkLegionnaire Attack"
	SKILL: "DarkLegionnaire TargetLeg"
	SKILL: "DarkLegionnaire PrecisionAttack"
	SKILL: "DarkLegionnaire DestroyShield"
	SKILL: "DarkLegionnaire TargetHead"
	SKILL: "DarkLegionnaire DestroyHelm"

	// innate skills
	SKILL: "DarkLegionnaire PracticedManeuvers"
	SKILL: "DarkLegionnaire Orders"
	SKILL: "DarkLegionnaire Evade II"
	SKILL: "DarkLegionnaire Awareness"
	SKILL: "DarkLegionnaire Riposte"
	SKILL: "DarkLegionnaire Discipline"
	SKILL: "DarkLegionnaire IndomitableWill"
	SKILL: "DarkLegionnaire OffBalance"

	// other skills
	SKILL: "DarkLegionnaire Shield"
	SKILL: "DarkLegionnaire DarkAffinity I"
	SKILL: "DarkLegionnaire Combo I"
	SKILL: "DarkLegionnaire Turtle I"
	SKILL: "DarkLegionnaire Turtle II"
	SKILL: "DarkLegionnaire DarkAffinity II"
	SKILL: "DarkLegionnaire Combo II"
	SKILL: "DarkLegionnaire DarkAffinity III"
	SKILL: "DarkLegionnaire Combo III"
	SKILL: "DarkLegionnaire RiposteSub"
	SKILL: "DarkLegionnaire Combo IV"



CREATEUNIT:		"Dervish1", "Dervish"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	333

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Light", "", "", "", ""

	// defense skills
	SKILL: "Dervish Evade"

	// basic skills
	SKILL: "Dervish Attack"
	SKILL: "Dervish SurpriseAttack"
	SKILL: "Dervish BloodLetter I"
	SKILL: "Dervish Run I"
	SKILL: "Dervish BloodLetter II"
	SKILL: "Dervish DustDevil II"
	SKILL: "Dervish BoneSpray"
	SKILL: "Dervish Slice"

	// innate skills
	SKILL: "Dervish Adreniline"
	SKILL: "Dervish Evade II"
	SKILL: "Dervish AirImmunity"
	SKILL: "Dervish LightningReflexes"
	SKILL: "Dervish DesertVeil"
	SKILL: "Dervish OffBalance"

	// other skills
	SKILL: "Dervish DustDevil"
	SKILL: "Dervish AirAffinity I"
	SKILL: "Dervish EarthAffinity I"
	SKILL: "Dervish FireAffinity I"
	SKILL: "Dervish WaterAffinity I"
	SKILL: "Dervish Combo I"
	SKILL: "Dervish AirAffinity II"
	SKILL: "Dervish EarthAffinity II"
	SKILL: "Dervish FireAffinity II"
	SKILL: "Dervish WaterAffinity II"
	SKILL: "Dervish Combo II"
	SKILL: "Dervish Whirlwind I"
	SKILL: "Dervish AirAffinity III"
	SKILL: "Dervish EarthAffinity III"
	SKILL: "Dervish FireAffinity III"
	SKILL: "Dervish WaterAffinity III"
	SKILL: "Dervish Combo III"
	SKILL: "Dervish Combo IV"
	SKILL: "Dervish EarthAffinity IV"
	SKILL: "Dervish FireAffinity IV"
	SKILL: "Dervish Whirlwind II"
	SKILL: "Dervish WindMovement"
	SKILL: "Dervish HellGate"


CREATEUNIT:		"DervishF1", "DervishF"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	333

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Light", "", "", "", ""

	// defense skills
	SKILL: "Dervish Evade"

	// basic skills
	SKILL: "Dervish Attack"
	SKILL: "Dervish SurpriseAttack"
	SKILL: "Dervish BloodLetter I"
	SKILL: "Dervish Run I"
	SKILL: "Dervish BloodLetter II"
	SKILL: "Dervish DustDevil II"
	SKILL: "Dervish BoneSpray"
	SKILL: "Dervish Slice"

	// innate skills
	SKILL: "Dervish Adreniline"
	SKILL: "Dervish Evade II"
	SKILL: "Dervish AirImmunity"
	SKILL: "Dervish LightningReflexes"
	SKILL: "Dervish DesertVeil"
	SKILL: "Dervish OffBalance"

	// other skills
	SKILL: "Dervish DustDevil"
	SKILL: "Dervish AirAffinity I"
	SKILL: "Dervish EarthAffinity I"
	SKILL: "Dervish FireAffinity I"
	SKILL: "Dervish WaterAffinity I"
	SKILL: "Dervish Combo I"
	SKILL: "Dervish AirAffinity II"
	SKILL: "Dervish EarthAffinity II"
	SKILL: "Dervish FireAffinity II"
	SKILL: "Dervish WaterAffinity II"
	SKILL: "Dervish Combo II"
	SKILL: "Dervish Whirlwind I"
	SKILL: "Dervish AirAffinity III"
	SKILL: "Dervish EarthAffinity III"
	SKILL: "Dervish FireAffinity III"
	SKILL: "Dervish WaterAffinity III"
	SKILL: "Dervish Combo III"
	SKILL: "Dervish Combo IV"
	SKILL: "Dervish EarthAffinity IV"
	SKILL: "Dervish FireAffinity IV"
	SKILL: "Dervish Whirlwind II"
	SKILL: "Dervish WindMovement"
	SKILL: "Dervish HellGate"


CREATEUNIT:		"Eiji", "Eiji"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	431

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Black Bow", "", "", "", ""

	// defense skills
	SKILL: "Eiji Evade"

	// basic skills
	SKILL: "Eiji Attack"
	SKILL: "Eiji Punch"
	SKILL: "Eiji LongShot I"
	SKILL: "Eiji AcidArrow"
	SKILL: "Eiji Knee"
	SKILL: "Eiji FlashArrow"
	SKILL: "Eiji Sparks"
	SKILL: "Eiji LongShot II"
	SKILL: "Eiji NerveArrow"
	SKILL: "Eiji Volley"
	SKILL: "Eiji RazorArrow"
	SKILL: "Eiji LongShot III"

	// innate skills
	SKILL: "Eiji Evade II"

	// other skills
	SKILL: "Eiji Daze"
	SKILL: "Eiji Wink"
	SKILL: "Eiji AirAffinity I"
	SKILL: "Eiji EarthAffinity I"
	SKILL: "Eiji FireAffinity I"
	SKILL: "Eiji WaterAffinity I"
	SKILL: "Eiji Combo I"
	SKILL: "Eiji AirAffinity II"
	SKILL: "Eiji EarthAffinity II"
	SKILL: "Eiji FireAffinity II"
	SKILL: "Eiji Combo II"
	SKILL: "Eiji EarthAffinity III"
	SKILL: "Eiji FireAffinity III"
	SKILL: "Eiji Combo III"
	SKILL: "Eiji Cover"
	SKILL: "Eiji Blind"
	SKILL: "Eiji Combo IV"
	SKILL: "Eiji EarthAffinity IV"
	SKILL: "Eiji FireAffinity IV"
	SKILL: "Eiji Charm"
	SKILL: "Eiji HellGate"



CREATEUNIT:		"Galdr1", "Galdr"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	391

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"", "", "", "", ""

	// defense skills
	SKILL: "Galdr Evade"

	// basic skills
	SKILL: "Galdr Attack"
	SKILL: "Galdr CryOfRage"
	SKILL: "Galdr ShriekoftheGaldr I"
	SKILL: "Galdr ShriekoftheGaldr II"
	SKILL: "Galdr ShriekoftheGaldr III"

	// innate skills

	// other skills
	SKILL: "Galdr CryOfSacrifice"
	SKILL: "Galdr Song:FuryofNorth"
	SKILL: "Galdr Song:RageofAlderes I"
	SKILL: "Galdr CryOfCommand"
	SKILL: "Galdr Song:BattleMarch"
	SKILL: "Galdr Song:Fear"
	SKILL: "Galdr CryOfAwakening"
	SKILL: "Galdr ShriekOfDisruption"
	SKILL: "Galdr Song:ChantofClarity I"
	SKILL: "Galdr Song:EternalDusk"
	SKILL: "Galdr Song:RageofAlderes II"
	SKILL: "Galdr Song:ChantofClarity II"



CREATEUNIT:		"Galverg1", "Galverg"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	635

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Sword Heavy", "", "", "", ""

	// defense skills
	SKILL: "Galverg Block"

	// basic skills
	SKILL: "Galverg Attack"
	SKILL: "Galverg Run I"
	SKILL: "Galverg PrecisionAttack"
	SKILL: "Galverg Uppercut"
	SKILL: "Galverg WideSwing"
	SKILL: "Galverg DestroyShield"
	SKILL: "Galverg Run II"
	SKILL: "Galverg CripplingBlow"
	SKILL: "Galverg Shockwave"
	SKILL: "Galverg HeavyStrike"
	SKILL: "Galverg DestroyHelm"

	// innate skills
	SKILL: "Galverg Riposte"

	// other skills
	SKILL: "Galverg BackAtchaSub"
	SKILL: "Galverg DarkAffinity I"
	SKILL: "Galverg DarkAffinity II"
	SKILL: "Galverg DarkAffinity III"
	SKILL: "Galverg RiposteSub"



CREATEUNIT:		"Gungnir1", "Gungnir"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Javelin", "", "", "", ""

	// defense skills
	SKILL: "Gungnir Evade"
	SKILL: "Bear Evade"

	// basic skills
	SKILL: "Gungnir Attack"
	SKILL: "Gungnir DistanceThrow I"
	SKILL: "Gungnir ExplodingJavelin"
	SKILL: "Gungnir TargetShield"
	SKILL: "Bear Attack"
	SKILL: "Bear Bite"
	SKILL: "Gungnir TargetArm"
	SKILL: "Gungnir DistanceThrow II"
	SKILL: "Gungnir TargetLeg"
	SKILL: "Gungnir DistanceThrow III"
	SKILL: "Gungnir UnstoppableThrow"
	SKILL: "Gungnir PointBlankCantMiss"
	SKILL: "Gungnir TargetFoot"
	SKILL: "Gungnir PoinBlankPowered"
	SKILL: "Gungnir DistanceThrow IV"

	// innate skills
	SKILL: "Gungnir Awareness"

	// other skills
	SKILL: "Gungnir AirAffinity I"
	SKILL: "Gungnir EarthAffinity I"
	SKILL: "Gungnir FireAffinity I"
	SKILL: "Gungnir WaterAffinity I"
	SKILL: "Gungnir Combo I"
	SKILL: "Gungnir BearForm I"
	SKILL: "Bear ShiftReturn"
	SKILL: "Gungnir AirAffinity II"
	SKILL: "Gungnir EarthAffinity II"
	SKILL: "Gungnir FireAffinity II"
	SKILL: "Gungnir WaterAffinity II"
	SKILL: "Gungnir Combo II"
	SKILL: "Gungnir AirAffinity III"
	SKILL: "Gungnir EarthAffinity III"
	SKILL: "Gungnir FireAffinity III"
	SKILL: "Gungnir WaterAffinity III"
	SKILL: "Gungnir Combo III"
	SKILL: "Gungnir Cover"
	SKILL: "Gungnir Combo IV"
	SKILL: "Gungnir AirAffinity IV"
	SKILL: "Gungnir BearForm II"
	SKILL: "Gungnir EarthAffinity IV"
	SKILL: "Gungnir FireAffinity IV"
	SKILL: "Gungnir WaterAffinity IV"
	SKILL: "Gungnir HellGate"


CREATEUNIT:		"GungnirF1", "GungnirF"		// Name, class
	LEVEL:		20
	EXPERIENCE:	0
	JOBPOINTS:	309

	//            	CON, PWR, ACC, DEF, INT, MOVE
	CORESTATSCOMP2:	 68,  72,  98, 104, 102, 102

					//	weapon,	armor,	shield,	helmet,	accessory
	ITEMSCOMP:			"Air Test Javelin", "", "", "", ""

	// defense skills
	SKILL: "Gungnir Evade"
	SKILL: "Bear Evade"

	// basic skills
	SKILL: "Gungnir Attack"
	SKILL: "Gungnir DistanceThrow I"
	SKILL: "Gungnir ExplodingJavelin"
	SKILL: "Gungnir TargetShield"
	SKILL: "Bear Attack"
	SKILL: "Bear Bite"
	SKILL: "Gungnir TargetArm"
	SKILL: "Gungnir DistanceThrow II"
	SKILL: "Gungnir TargetLeg"
	SKILL: "Gungnir DistanceThrow III"
